X,Y,NOMBRE,DOMICILIO,IMAGEN,AUTOMAT,OBSERV,NRO_EST,HORARIO,DIRE_NORM
-58392452073016970,-34583133075763528,FACULTAD DE DERECHO,AV. PRES.FIGUEROA ALCORTA Y  JUAN A.BIBILONI,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),1,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"FIGUEROA ALCORTA, PRES. AV. Y BIBILONI, JUAN A."
-58374821787756280,-34592588809772888,RETIRO,AV. DR.JOSE RAMOS MEJIA Y DEL LIBERTADOR AV,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),2,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV."
-5836891784255409,-34611242024977076,ADUANA,AV. ING.HUERGO Y AV. BELGRANO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),3,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"HUERGO, ING. AV. Y BELGRANO AV."
-58368950383367880,-34601721087592916,PLAZA ROMA,LAVALLE Y BOUCHARD,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),4,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,LAVALLE Y BOUCHARD
-5836970867192413,-34628301312470044,PARQUE LEZAMA,AV MARTIN GARCIA E IRALA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),6,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"GARCIA, MARTIN AV. E IRALA"
-58420997041078040,-34580127344307360,PLAZA ITALIA,AV. SANTA FE Y AV. SARMIENTO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),5,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,SARMIENTO AV. Y CALZADA CIRCULAR PLAZA ITALIA
-58380989604108224,-3460584049631661,OBELISCO,AV. 9 DE JULIO Y TTE. GRAL JUAN DOMINGO PERON,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),7,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"PELLEGRINI, CARLOS Y PERON, JUAN DOMINGO, TTE. GENERAL"
-58389253260153264,-34609930459200116,CONGRESO,AV. HIPOLITO YRIGOYEN Y VIRREY CEBALLOS,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),8,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"YRIGOYEN, HIPOLITO AV. Y CEVALLOS, VIRREY"
-5840714467125671,-34583914572572432,PARQUE LAS HERAS,PARQUE LAS HERAS,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),9,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"DIAZ, CNEL. AV. Y FRENCH"
-58365745861129696,-34615551427997520,PUERTO MADERO - UCA,MOREAU DE JUSTO 1500,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),10,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"1500 MOREAU DE JUSTO, ALICIA AV."
-58385021610721550,-34601312813458212,TRIBUNALES,TRIBUNALES,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),11,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,651 TALCAHUANO
-58388948867519590,-34593177279882448,PLAZA VICENTE LOPEZ,PLAZA VICENTE LOPEZ,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),12,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,PARANA Y JUNCAL
-58406599280779280,-34609622003601268,ONCE,PLAZA MISERERE,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),13,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,RIVADAVIA AV. Y PUEYRREDON AV.
-58426319864739584,-34577787497491420,PACIFICO,PACIFICO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),14,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"580 BULLRICH, INT. AV."
-58398521452297610,-34599189849214704,PLAZA HOUSSAY,PLAZA HOUSSAY,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - SE PASO DE MANUAL A AUTOMATICA EN JUNIO 2015,43,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"CORDOBA AV. Y URIBURU JOSE E., PRES."
-58374717240582040,-34609959340059800,LEGISLATURA (EX PLAZA DE MAYO),PERU Y DIAGONAL SUR,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),16,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"PERU Y ROCA, JULIO A., PRESIDENTE AV."
-58418832214441616,-34606398525093328,PLAZA ALMAGRO,PLAZA ALMAGRO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),17,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"BULNES Y PERON, JUAN DOMINGO, TTE. GENERAL"
-58380480655024880,-34617373152503288,INDEPENDENCIA,AV. INDEPENDENCIA Y 9 DE JULIO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),18,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,INDEPENDENCIA AV. Y 9 DE JULIO AV.
-58377548931264496,-3459540479499811,PLAZA SAN MARTIN,PLAZA SAN MARTIN,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),19,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,750 SANTA FE AV.
-58441788509931704,-34580036124186496,DISTRITO AUDIOVISUAL,ZAPIOLA Y DORREGO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),20,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,1 ZAPIOLA
-58382570459236576,-34594099836289036,ARENALES,ARENALES Y CERRITO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),22,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,ARENALES Y CERRITO
-58379566123221450,-34600295782512572,SUIPACHA,SUIPACHA Y VIAMONTE,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),23,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,691 SUIPACHA
-58380766935621290,-3461057221944835,ALSINA,ADOLFO ALSINA Y BERNARDO DE IRIGOYEN,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),24,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"ALSINA, ADOLFO E IRIGOYEN, BERNARDO DE"
-58416065021838490,-34589520728460208,PLAZA GUEMES,SALGUERO JERONIMO Y MANSILLA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),25,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"SALGUERO, JERONIMO Y MANSILLA, LUCIO NORBERTO, GENERAL"
-5836360359357068,-34601000686920264,JUANA MANSO,EMMA DE LA BARRA Y JUANA MANSO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA) - SE MODIFICO EL NOMBRE (EX EMMA DE LA BARRA),26,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"DE LA BARRA,  EMMA Y MANSO JUANA"
-58389895998396240,-34599567880194440,MONTEVIDEO,AV. CORDOBA Y MONTEVIDEO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),27,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,CORDOBA AV. Y MONTEVIDEO
-58412398197949270,-34622850251133628,PLAZA BOEDO,CARLOS CALVO ENTRE VIRREY LINIERS Y SANCHEZ DE LORIA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),28,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"CALVO, CARLOS Y LINIERS VIRREY"
-58434576787949790,-34608459035600768,PARQUE CENTENARIO,PATRICIAS ARGENTINAS Y CARLOS FINLAY,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ABRIL 2015 (PASO DE SER MANUAL A AUTOMATICA),29,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"PATRICIAS ARGENTINAS AV. Y FINLAY, CARLOS J. AV."
-58406613388413784,-34640029242605828,PARQUE PATRICIOS,IGUAZU Y USPALLATA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - MAYO 2015,21,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,IGUAZU Y USPALLATA
-58397378364990224,-34590393611517368,PEÑA,AZCUENAGA Y PEÑA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO),30,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,AZCUENAGA Y PEÑA
-58373531429153336,-34607727795686188,CATEDRAL,SAN MARTIN Y RIVADAVIA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO),32,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,SAN MARTIN Y RIVADAVIA AV.
-58371857867586950,-34596327388790984,INGENIERO BUTTY,ING. BUTTY Y LEANDRO N. ALEM,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO),35,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"BUTTY, E., ING. Y ALEM, LEANDRO N. AV."
-58376596028802704,-34605368867468428,MAIPU,MAIPU Y SARMIENTO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO),36,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,MAIPU Y SARMIENTO
-58377864006223456,-34607914363709892,PIEDRAS,ESMERALDA Y RIVADAVIA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO),37,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,ESMERALDA Y RIVADAVIA AV.
-58382895384495170,-34596990180041552,PLAZA LIBERTAD,CERRITO Y MARCELO T. DE ALVEAR,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ABRIL DE 2015 (SE INCORPORA CON EL SISTEMA AUTOMATICO),38,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"CERRITO Y ALVEAR, MARCELO T. DE"
-58407591983578784,-34636519409883988,URQUIZA,GRAL URQUIZA Y RONDEAU,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JULIO 2015,41,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,"URQUIZA, GRAL. Y RONDEAU"
-5839871708520576,-34597126609416504,FACULTAD DE MEDICINA,URIBURU Y MARCELO T. DE ALVEAR,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JUNIO 2015,33,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,URIBURU JOSE E. Y ALVEAR MARCELO T DE
-58374157286157650,-34599579426003360,GALERIAS PACIFICO,"SAN MARTIN 710, ENTRE VIAMONTE Y CORDOBA",ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JUNIO 2015,34,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,710 SAN MARTIN
-58373371100741960,-34604398060527608,SARMIENTO,"SARMIENTO 481, ENTRE RECONQUISTA Y SAN MARTIN",ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JUNIO 2015,40,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,481 SARMIENTO
-58414594877753450,-3457548532336677,ZOOLOGICO,AV DEL LIBERTADOR Y AV SARMIENTO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JUNIO 2015,44,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,AV DEL LIBERTADOR Y AV SARMIENTO
-58382448765305264,-34601586169576200,TUCUMAN,TUCUMAN Y CERRITO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jul-15,51,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,TUCUMAN Y CERRITO
-58374388824542736,-3461637848079711,CHILE,PERU 726,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JULIO 2015,46,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,726 PERU
-58376900723913230,-34598515523188e3,CORDOBA,MAIPU 820,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JULIO 2015,62,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,820 MAIPU
-5837428229558725,-34595881444521688,RICARDO ROJAS,SAN MARTIN 1031,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - JULIO 2015,53,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,1031 SAN MARTIN
-58379651843941830,-34604641737039968,DIAGONAL NORTE,ROQUE SAENZ PEÑA Y SUIPACHA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - AGOSTO 2015,42,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,SAENZ PEÑA ROQUE AV Y SUIPACHA
-58371155474862750,-34601638499814344,25 DE MAYO,25 DE MAYO Y LAVALLE,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - AGOSTO 2015,60,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,25 DE MAYO Y LAVALLE
-58385397574564896,-34606647349943424,RIVAROLA,DR. RODOLFO RIVAROLA 175 ENTRE TTE. GRAL. JUAN DOMINGO PERON Y BARTOLOME MITRE,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - SEPTIEMBRE 2015,68,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,175 RIVAROLA RODOLFO DR
-58370576623393840,-34613384646496816,BELGRANO,BALCARCE 482 ENTRE BELGRANO Y VENEZUELA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - SEPTIEMBRE 2015,57,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,482 BALCARCE
-58414667752170890,-34607089012157908,SANCHEZ DE BUSTAMANTE,SANCHEZ DE BUSTAMANTE Y PERON JUAN,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - SEPTIEMBRE 2015,52,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,SANCHEZ DE BUSTAMANTE Y PERON JUAN D
-58426266639001080,-34607429501612984,HOSPITAL ITALIANO,RAWSON ENTRE POTOSI Y DIAZ VELEZ,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,82,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,RAWSON Y DIAZ VELEZ AV
-58411495316773970,-34590224478044668,CORONEL DIAZ,GÜEMES 3328 Y CORONEL DIAZ,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,59,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,3328 GUEMES
-5841593968422832,-34587215739003304,JULIAN ALVAREZ,GÜEMES 3822 ENTRE JULIAN ALVAREZ Y ARAOZ,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,65,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,3822 GUEMES
-58371594863161544,-34605491177545400,PERON,PERON JUAN ENTRE 25 DE MAYO Y RECONQUISTA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - AGOSTO 2015,48,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,PERON JUAN D Y RECONQUISTA
-58434626316998240,-34575189674801044,MINISTRO CARRANZA,SANTA FE 5327 ENTRE DORREGO Y AREVALO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - OCTUBRE 2015,58,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,5327 SANTA FE AV
-58425072429468050,-34589371182447168,PLAZA PALERMO VIEJO,COSTA RICA Y MALABIA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - OCTUBRE 2015,56,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,COSTA RICA Y MALABIA
-58394927306283776,-34607572645091964,AYACUCHO,AYACUCHO ENTRE PERON JUAN Y BARTOLOME MITRE,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ENERO 2016,76,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,AYACUCHO Y PERON JUAN D
-58394439682611670,-34594149034922752,RIOBAMBA,RIOBAMBA Y JUNCAL,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ENERO 2016,64,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,RIOBAMBA Y JUNCAL
-58439709218240344,-34603162361388612,PADILLA,PADILLA Y WARNES AV,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ENERO 2016,31,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,PADILLA Y WARNES AV
-58449442063758816,-34591819116697464,GUZMAN,GUZMAN Y LEIVA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - ENERO 2016,94,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,GUZMAN Y LEIVA
-58382842967720640,-34602995767065672,CERRITO,AV. ROQUE SAENZ PEÑA 1149 ENTRE LIBERTAD Y CERRITO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,"NUEVA ESTACION! - FEBRERO 2016 (ANTES FIGURABA CON NOMBRE ""LIBERTAD"")",71,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,1149 SAENZ PEÑA ROQUE AV
-58434242799114e3,-34604571775754956,INSTITUTO LELOIR,"AV. PATRICIAS ARGENTINAS 401, ENTRE JUANA DE IBARBOUROU Y AV. MACHADO",ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,74,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,401  PATRICIAS ARGENTINAS AV
-58373557461798376,-34610782419245676,COLEGIO NACIONAL BUENOS AIRES,BOLIVAR ENTRE ADOLFO ALSINA Y MORENO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,47,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,251 BOLIVAR
-58370834374987880,-34609086040031264,MINISTERIO DE ECONOMIA,BALCARCE 101 ENTRE AV. HIPOLITO YRIGOYEN Y ALSINA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,61,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,101 BALCARCE
-58378173540028590,-34602091902443560,ESMERALDA,ESMERALDA 510,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,95,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,510 ESMERALDA
-58404356064959440,-34595862350637372,ECUADOR,ECUADOR 1200 Y MANSILLA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION! - FEBRERO 2016,69,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,ECUADOR Y MANSILLA LUCIO NORBERTO
-583745525014373,-34613650393454968,VENEZUELA,PERU 490 Y VENEZUELA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION: 29/02/2016,72,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,490 PERU
-58372723516254050,-34599469249729984,RECONQUISTA,RECONQUISTA 716 Y AV CORDOBA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA ESTACION: 29/02/2016,63,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,716 RECONQUISTA
-58435615487267280,-34596280542167880,MALABIA,MALABIA 780 Y LOYOLA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jun-16,99,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,780 MALABIA
-58411584894838750,-34602891143933980,CARLOS GARDEL,GUARDIA VIEJA 3302,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jun-16,96,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,3302 GUARDIA VIEJA
-58428267593013504,-34600818388690412,YATAY,YATAY 925 ENTRE HUMAHUACA Y GUARDIA VIEJA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,nov-16,121,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,925 YATAY
-58397547065967870,-34617491492067940,PASCO,PASCO 708 ENTRE CHILE Y AV INDEPENDENCIA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jul-16,91,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,708 PASCO
-58370878765905470,-3461584741336717,BALCARCE,BALCARCE 683 ENTRE CHILE Y DEFENSA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jun-16,81,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,683 BALCARCE
-58378121718966936,-34611713998610184,MORENO,MORENO 834 ENTRE TACUARI Y PIEDRAS,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jul-16,98,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,834 MORENO
-58372535064162890,-3459475309655317,DELLA PAOLERA,CARLOS M. DELLA PAOLERA 297 ENTRE LEANDRO N ALEM Y EDUARDO MADERO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,nov-16,114,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,297 DELLA PAOLERA CARLOS M
-58395471659537920,-34602290119022496,LAVALLE,AYACUCHO 595 ENTRE TUCUMAN Y LAVALLE,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jun-16,84,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,595 AYACUCHO
-58409034003474016,-34594616110570456,AGUERO,AGUERO Y MANSILLA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ene-16,85,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,AGUERO Y MANSILLA
-5841385892691e4,-34594629144033168,BILLINGHURST,DE LA CARCOVA 3508,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jun-16,66,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,3508 DE LA CARCOVA
-58425816435958310,-34592672511996832,ARAOZ,ARAOZ 1413 ENTRE GORRITI Y HONDURAS,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jun-16,70,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,1413 ARAOZ
-58369621708680576,-34599337457664056,BOUCHARD,VIAMONTE 101 Y BOUCHARD,ESTACION_AUTOMATICA.PNG,AUTOMATICA,jul-16,55,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,101 VIAMONTE
-58390786283886104,-34587812049924536,QUINTANA,MANUEL QUINTANA 600,ESTACION_AUTOMATICA.PNG,AUTOMATICA,nov-16,115,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,600 QUINTANA MANUEL
-58401147781204784,-345836773298631,HOSPITAL RIVADAVIA,LUCENA PEREYRA 2516 ENTRE LAS HERAS Y PAGANO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-16,50,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,2516 PEREYRA LUCENA
-58404230050846040,-34612867091261564,MISIONES,MISIONES ENTRE ADOLFO ALSINA Y MORENO,ESTACION_AUTOMATICA.PNG,AUTOMATICA,AGOSTO DE 2016,88,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,MISIONES Y ALSINA ADOLFO
-58380338244244256,-34591415686982368,SUIPACHA Y ARROYO,ARROYO Y SUIPACHA,ESTACION_AUTOMATICA.PNG,AUTOMATICA,"AGOSTO 2016 - EN JULIO DE 2017 CAMBIO SU NOMBRE Y UBICACION. ANTES ERA ""ARROYO""",78,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,ARROYO Y SUIPACHA
-58430319869395456,-34624129547114896,DOBLAS,DOBLAS 608 Y VALLE,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-16,80,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,608 DOBLAS
-58425477470589024,-34638500915871752,SENILLOSA,SENILLOSA 1905 Y ZAÑARTU,ESTACION_AUTOMATICA.PNG,AUTOMATICA,ago-16,67,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,1905 SENILLOSA
-58431535896984610,-34619828537261192,GUAYAQUIL,GUAYAQUIL 213 Y DOBLAS,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA! SEPTIEMBRE 2016,87,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,213 GUAYAQUIL
-58427401411117576,-3463525028070076,AVELINO DIAZ,AVELINO DIAZ 499 Y DOBLAS,ESTACION_AUTOMATICA.PNG,AUTOMATICA,NUEVA! SEPTIEMBRE 2016,97,ESTACION AUTOMATICA: DISPONIBILIDAD LAS 24 HORAS,499 DIAZ AVELINO
